Energi (kal),Protein (g),Lemak (g),Gula (g),Serat (g),Natrium (mg),Grade
800,0,15,0,0,0.275,E
800,0,15,0,0,0.215,E
909.0909091,0,15.15151515,0,0,0.4625,E
200,0,0,40,0,0.3,C
187.5,0,0,37.5,0,0.235,C
120,0,2,14,0,0.2525,C
857.1428571,0,14.28571429,0,0,0.215,E
162,10,1.600000024,0.600000024,0,0.235,A
219,21.39999962,3.200000048,22.20000076,4.900000095,0.26,A
41,0,0,11,1,0.1325,B
432.4324324,2.702702703,10.81081081,59.45945946,2.702702703,0.255,E
533.3333333,13.33333333,16.66666667,30,10,0.11,D
143,7.14,0,17.86,3.6,0.2875,A
139,2.78,0,36.11,2.8,0.11,C
143,2.86,0,37.14,0,0.11,C
143,2.86,0,31.43,0,0.119791667,C
129,0,0,31.43,2.9,0.1325,C
143,2.86,0,34.29,2.9,0.705882353,C
139,0,0,38.89,0,1,C
143,0,0,34.29,0,0.915,C
139,0,0,36.11,0,1.2125,C
166.6666667,0,0,36.11111111,0,0.753676471,C
139,0,0,36.11,0,0.533088235,C
48,0,0,12,0,0.866141732,B
0,0,0,42,0,0.6425,C
0,0,0,43.2432,0,0.355,C
50,0,0,14,0,0.7075,C
355.5555556,6.666666667,0,77.77777778,2.222222222,0.23,C
68,0,0,0,0,1.13,B
135,22.1,1.5,1.1,0.5,0.044642857,A
306,33.5,2,2,41,0,A
288,5.6,2.4,45.6,2.4,1.083333333,C
243.24,10.14,5.41,27.7,2.03,7.083333333,C
250,9.17,4.17,36.67,1.7,2.425,C
233,9.17,4.17,36.67,1.7,3.2,C
220.1257862,4.402515723,4.402515723,30.81761006,1.3,0.845070423,C
243.4210526,5.921052632,5.263157895,30.92105263,1.315789474,0.75,C
221.5568862,4.790419162,4.191616766,28.14371257,1.2,0.588,C
260.5633803,6.338028169,4.929577465,32.3943662,1.4,0,C
256.4102564,6.41025641,5.769230769,30.12820513,1.282051282,0,C
250,4.8611,5.5556,33.3333,1.3889,0,D
230.7692308,5.325443787,5.325443787,27.81065089,1.775147929,0,C
278,6.25,5.56,34.72,1.4,0,C
243,9.72,4.86,28.47,2.1,0,C
261,6.34,4.93,32.39,1.4,0,C
208,5.03,4.4,27.04,1.3,0,C
223,7.91,2.88,31.65,2.9,0,C
241,8.51,3.55,30.5,2.8,0,C
250,10.14,5.41,27.7,1.4,0,C
301,6.8,1.46,50.49,1,0,C
301,6.8,1.46,50.49,1,0,C
300,5,0.83,38.33,1.7,0,C
355,6.45,4.84,38.71,1.6,0,C
367,5,1.67,45,1.7,0,C
333,5,1.67,38.33,1.7,0,C
178,6.78,0.85,28.81,0.8,0,C
248,5.71,0.95,41.9,1,0,C
289,5.56,2.78,43.33,2.2,0,C
178,6.78,0.85,29.66,1.7,0,B
248,8.8,4.8,21.6,0.8,0,C
284,8.62,7.76,23.28,0.9,0,C
276,9.48,6.03,19.83,0.9,0,C
145,4.66,3.11,12.95,1.6,0,B
248,8.8,4.8,21.6,0.8,0,C
302,11.21,6.03,19.83,0.9,0,C
161,6.78,0.85,27.12,2.5,0,B
124,4.66,2.07,12.95,1.6,0,B
248,8.8,4.8,21.6,0.8,0,C
170.7317073,8.130081301,0.81300813,13.00813008,0,0,A
225,4.23,1.41,38.03,1.4,0,C
239,9.86,4.23,23.94,1.4,0.208333333,C
239,8.45,4.23,26.76,1.4,1.0725,C
225,9.86,3.52,23.94,1.4,2.1525,C
142.8571429,7.936507937,0.396825397,17.46031746,0,2,B
257,5.71,1.43,42.86,1.4,2.5725,C
257,5.71,1.43,41.43,1.4,1.9275,C
223,4.85,0.49,42.72,1,2.0725,C
257,5.71,1.43,42.86,1.4,1.945,C
243,5.71,1.43,38.57,1.4,1.9275,C
257,5.71,1.43,41.43,1.4,1.945,C
229,4.29,0,40,1.4,1.805555556,C
248,4.76,0.95,42.86,1,1.945,C
219,5.71,0.95,37.14,3.8,0.75,B
214,3.88,0.97,37.86,2.9,1,C
248,5.71,0.95,41.9,1,2.36486475,C
248,5.71,0.95,42.86,1,0.28,C
366.6666667,0,0,86.66666667,0,0,D
377.7777778,6.666666667,4.444444444,68.88888889,2.222222222,0,D
267,5.56,1.11,46.67,3.3,2.3,C
248,5.71,0.95,42.86,1,0,C
216,6.19,1.03,37.11,1,1.3614,C
372.5490196,7.843137255,3.921568627,68.62745098,3.921568627,1.3386,C
392.1568627,5.882352941,3.921568627,72.54901961,1.960784314,0.8325,D
666.6666667,0,0,86.66666667,0,0.9375,D
220,6,2,20,1,1.320754717,C
146,8.54,2.44,13.41,0,1.299342105,B
240.5063291,10.12658228,1.898734177,24.05063291,0,1.092814371,C
230.7692308,11.53846154,1.923076923,21.15384615,0.961538462,1.61971831,B
190.91,8.18,2.73,19.09,0.91,1.442307692,B
196,7.84,3.43,19.61,1,1.4930555,C
233,11.65,2.43,21.36,1,1.272189349,B
206,8.41,2.8,18.69,0.9,1.3725,B
222,8.33,2.78,22.22,0.9,1.3025,B
204,8.33,2.78,19.44,0.9,1.4625,B
232,11.58,2.63,21.05,1.1,1.3375,B
226,11.9,2.38,21.43,1.2,1.08,B
242.1052632,10.52631579,1.578947368,23.15789474,1.052631579,1.435,C
223.53,7.06,2.35,21.18,3.53,1.3558,A
181,14.17,0.39,15.75,0.8,1.0675,A
184,12.77,1.06,18.44,0.7,1.14,B
191,14.18,0.71,18.44,0.7,0.9575,B
199,14.18,1.42,18.44,0.7,1.21,B
184,12.06,0.35,26.95,0.7,0.5825,B
89,3.66,0.2,15.04,3.3,1.1675,A
123,4.1,0.61,20.49,2,0.72,B
108,7.5,0.21,13.33,2.1,1.0725,A
120,8.71,0.17,15.77,3.3,0.8325,A
194,9.26,2.78,19.44,0.9,0.6775,B
230,11.49,2.87,20.69,1.1,1.2,B
230,11.49,2.87,20.69,1.1,1.4875,B
500,6.67,13.33,66.67,3.3,1.2725,D
500,6.67,13.33,63.33,3.3,0.7125,D
285.7142857,0,0,80.95238095,0,1.2,D
0,0,0,0,0,1.465,B
533,3.33,13.33,60,0,0.7,E
533,6.67,13.33,60,0,0.7,E
0,0,0,0,0,1.2,B
0,0,0,0,0,1.62601626,B
0,0,0,0,0,0.5975,B
0,0,0,0,0,1.3025,B
0,0,0,0,0,0.915,B
203,20.3,4.7,0.4,0,1.0925,B
571.4285714,64.28571429,14.28571429,0,0,1.547619048,D
571,57.14,7.14,0,0,1.215,C
571.4285714,57.14285714,7.142857143,0,0,1.1775,C
571.4285714,57.14285714,7.142857143,0,0,1.0925,C
571.4285714,64.28571429,14.28571429,0,0,1.215,D
571,57.14,7.14,0,0,1.3575,C
571.4285714,57.14285714,7.142857143,0,0,1.1775,C
571.4285714,57.14285714,14.28571429,0,0,1.6775,D
571.4285714,57.14285714,7.142857143,0,0,1.025,C
571.4285714,57.14285714,7.142857143,0,0,1.0475,C
571,50,7.14,0,0,1.02,C
571,50,7.14,0,0,1.0725,C
571,50,7.14,0,0,1.0725,C
336,6.7,6,51.4,0,0.541666667,D
857.1428571,0,92.85714286,0,0,1.444444444,E
230.7692308,5.325443787,5.325443787,27.81065089,1.775147929,0.5275,C
600,21.16,5.29,31.75,10.6,1.095,C
24,0,0,4.76,1.6,1.16,A
76,3.03,0,15.15,6.1,1.568627451,A
21,0,0,4.17,0.8,1.421568627,A
21,0,0,4.17,0.8,0.541666667,A
21,0,0,4.17,0.8,1.775,A
33,1.64,0,6.56,3.3,0.8525,A
21,0,0,4.17,0.8,1.170886076,A
17,0.83,0,4.17,1.7,1.298076923,A
25,0.83,0,4.96,1.7,1.5933,A
17,0.85,0,3.42,1.7,1.5675,A
33,1.64,0,6.56,3.3,1.1175,A
44,0,0,11.5,0.9,1.1225,B
53,0,0,12.39,1.8,1.25,B
44,0.88,0,11.5,0.9,1.135,B
24,0,0,4.76,1.6,1.105,A
24,0,0,4.76,1.6,1.1,A
25,0.83,0,4.96,1.7,1.157894737,A
636,25,3.57,21.43,10.7,1.0758,C
687,13.33,3.33,83.33,6.7,1.3575,D
694,16,6,18,10,1.045,C
698,14,16,12,8,1.595,C
636,25,3.57,21.43,10.7,1.1525,C
432,12.5,7.5,22.5,2.5,0.815,C
636,21.43,10.71,25,3.6,0.7425,D
623,16.67,6.67,26.67,6.7,0.7675,C
636,17.86,7.14,28.57,7.1,0.73,C
744,10,6,14,10,0.435,C
714,16,6,14,8,1.575,C
725,14.29,7.14,14.29,3.6,1.725,C
634,30,8,16,6,1.84,C
593,23.33,6.67,20,10,0.762,C
520,13.33,3.33,56.67,3.3,0.75,C
539,3.57,35.71,42.86,28.6,0,D
707,7.14,57.14,25,7.1,0,D
270,2.5,0,65,5,0.6675,C
310,2.5,0,75,7.5,0.59182,C
509,2.94,20.59,64.71,2.9,25,E
345,2.27,0,84.09,4.5,0,C
354,0,0,84,6,0,C
160,6.67,0,33.33,13.3,25,B
354,0,0,84,5,25,C
389,0,0,89.29,3.6,0.1,C
533,2.35,12.94,64.71,3.5,4.821428571,E
590,6.67,13.33,43.33,3.3,6.6075,D
360,6.67,0,83.33,0,6.607142857,C
457,3.57,0,78.57,7.1,6.607142857,C
360,23.33,0,66.67,23.3,4.821428571,C
453,10,6.67,43.33,6.7,6.6075,C
645,17.5,2.5,87.5,5,6.607142857,C
548,15,5,37.5,7.5,6.964285714,C
440,10,7.5,55,7.5,6.607142857,D
497,13.33,6.67,43.33,6.7,6.607142857,D
580,17.5,5,37.5,5,8.215,C
571,10.71,7.14,46.43,0,8.215,E
446,31,3,31,16,8.215,C
210,5,0,47.5,0,1.5,C
300,5,0,70,0,0,C
300,5,0,70,0,1.272189349,C
90,1,0,22,0,1.41,C
370,0,0,92.5,0,0.8725,D
555,2.63,26.32,71.05,0,0.1525,E
362,2.5,2.5,82.5,0,0.4575,D
492,12.5,5,60,5,0.03,D
455,5,0,75,2.5,0.4575,C
505,7.5,5,62.5,2.5,0.3475,D
575,5,30,60,5,0.4175,E
540,5,27.5,62.5,0,0.4575,E
552,5,20,60,7.5,0.4125,D
535.7142857,10.71428571,16.07142857,46.42857143,3.571428571,0.8125,D
552,5,20,60,2.5,0.3475,E
552,2.5,32.5,62.5,0,0.0325,E
562.5,9.375,14.0625,53.125,3.125,0,D
555,7.5,22.5,52.5,0,0.0325,E
628,7.5,17.5,42.5,2.5,0.8725,E
535.7142857,7.142857143,17.85714286,60.71428571,0,0.08,E
515,5,0,67.5,2.5,0.4125,C
371.4285714,0,14.28571429,80,0,0,E
512,6,14,68,2,0.59182,E
560,7.5,17.5,65,2.5,0,E
554,8,16,54,2,0,E
453,0,5.26,89.47,0,0,E
592,4.17,37.5,50,4.2,0.03,E
588,7.5,25,55,2.5,1.0725,E
386,2,0,90,2,2.25,D
392,0,0,98,0,1.1075,D
370,0,0,92.5,0,0,D
385,0,0,92.31,0,0,D
610,20,8,20,12,0,C
349,0,0,87.18,0,0.825,D
320,2.5,0,77.5,0,1.75,D
346,0,0,86.49,0,0.1675,D
38,0,0,9.21,0,0.70866,B
341,0,0,82.93,0,0.09,D
357,0,0,92.86,0,0.03,D
341,2.27,0,86.36,0,0.005,D
350,0,0,90,0,0.0225,D
341,0,0,85.37,0,0,D
409,2.27,5.68,86.36,0,0,E
340,0,0,85,0,5,D
500,2.5,20,67.5,0,0.005,E
550,10,15,50,5,0.0975,D
500,5,15,60,2.5,1.1175,E
550,10,15,50,2.5,0.0175,D
467,6.67,16.67,70,0,1.4175,E
500,6.67,16.67,70,0,1.115,E
38,0,1.22,4.61,0.3,0.0075,B
467,3.33,16.67,73.33,3.3,0.5425,E
62,0.88,2.2,9.25,0.4,2.413,C
66,0.44,2.2,9.69,0,0.025,C
530,3.03,19.7,18.18,3,0,D
515,3.03,27.27,63.64,3,0.5825,E
763,5.26,5.26,92.11,5.3,1.6875,D
409,4.55,15.91,59.09,0,3.66,E
425,5,1,77.5,2.5,0.7025,C
429,0,8.33,83.33,0,0.0625,E
33,0.54,0,7.86,0,0.055,B
300,5,0,75,0,0.055,C
372,2.33,9.3,65.12,0,0,E
300,5,0,72.5,0,0.095,C
300,5,0,72.5,0,0.2625,C
300,5,0,75,0,0,C
300,5,0,72.5,0,0.405,C
40,2.22,0,8.89,2.2,0.03,A
40,2.22,0,8.89,2.2,0.6875,A
40,2.22,0,8.89,2.2,0.0625,A
333,7.69,5.13,56.41,0,0.28,D
133,6.67,3.33,10,0,0.095,B
333,7.69,5.13,56.41,0,0.357142857,D
133,6.67,5,10,0,0.155,C
535.7142857,7.142857143,3.571428571,64.28571429,7.142857143,0.28,C
53,2.63,0,10.53,5.3,0.1171875,A
53,2.63,0,10.53,5.3,0.3175,A
16,1.64,0,4.92,1.6,0.75,A
33,1.64,0,6.56,1.6,0.267857143,A
106,6.06,0,18.18,3,0.405,A
91,3.03,0,21.21,6.1,0,A
21,0.83,0,3.31,0.8,0.79,A
33,1.64,0,6.56,1.6,0.25,A
21,0.83,0,3.31,0.8,0.8,A
24,0.81,0,5.69,1.6,0.06604,A
21,0.83,0,3.31,0.8,0,A
33,1.64,0,6.56,1.6,0.381,A
33,1.64,0,6.56,1.6,0.675,A
33,1.64,0,6.56,1.6,0.025,A
33,1.64,0,6.56,1.6,0.125,A
21,0.83,0,4.13,0.8,0.3525,A
25,0.83,0,4.13,0.8,0.015,A
17,0.85,0,3.42,1.7,0.0325,A
25,0.83,0,4.96,1.7,0.25,A
25,0.83,0,5.79,0.8,0.10414,B
167,0,0,38.89,0,0.00254,C
194,0,0,44.44,0,0.03,D
194,0,0,44.44,0,0.3125,D
194,0,0,44.44,0,0.1425,D
194,0,0,44.44,0,0.155,D
167,0,0,38.89,0,0.1525,C
222,0,0,55.56,0,0.085,D
222,0,0,55.56,0,0.095,D
59,5.88,0,5.88,0,0.47,A
60,0.75,0,14.29,0,0.125,C
35,1.54,0,6.92,3.1,0.595,A
35,1.54,0,6.92,3.1,0.125,A
714.2857143,0,50,0,0,1.1675,D
85,5.38,0,15.38,3.8,1.1675,A
85,5.38,0,15.38,3.8,0.01778,A
92,6.15,0.15,17.69,3.8,1.60782,A
85,5.38,0,16.15,6.2,0.21336,A
85,5.38,0,14.62,6.2,0.21336,A
92,4.62,0,15.38,4.6,0.13208,A
85,5.38,0,15.38,5.4,0.1525,A
85,5.38,0,15.38,3.8,1.06934,A
85,5.38,0,15.38,3.8,0.5125,A
92,4.62,0,15.38,4.6,0,A
85,6.15,0,15.38,6.2,0.1775,A
85,5.38,0,15.38,3.8,0.00762,A
85,5.38,0,15.38,5.4,0.0625,A
2,0.42,0.08,0,0,0.435,B
4,0.42,0,0,0,0.0625,B
4,0,0,0.83,0,0.155,B
857,0,10.71,0,0,0.0625,E
857,0,10.71,0,0,0.0625,E
857,0,10.71,0,0,0.0175,E
857,0,10.71,0,0,0.0175,E
857,0,10.71,0,0,0.0175,E
33,0,0,13.33,0,0.2575,B
357.1428571,7.142857143,0,76.78571429,3.571428571,0.2075,C
56,0.8,0.4,6.4,0.8,0.2575,B
72,0.8,0.8,6.4,0.8,0.25,B
56,0.8,0.4,6.4,0.8,0.803571429,B
72,0.8,0.8,6.4,0.8,1.71,B
56,0.8,0.4,6.4,0.8,1.71,B
64,0.8,0.4,6.4,0.8,1.23,B
46,0,0,11.67,0,1.475,B
71,0,0,18.58,2.7,0.1525,B
62,0,0,15.93,1.8,1.2125,B
46,0,0,11.67,0,0.3725,B
46,0,0,11.67,0,1.065,B
46,0,0,11.67,0,0.3725,B
46,0,0,11.67,0,0.5075,B
46,0,0,11.67,0,0.3725,B
46,0,0,11.67,0,0.575,B
62,0.42,0,15.42,0,1.065,C
62,0,0,15.83,0,0.575,C
58,0,0,14.58,0,0.0825,C
71,0,0,18.58,2.7,0.62,B
62,0,0,15.93,1.8,0.5175,B
62,0,0,14.16,1.8,0.8125,B
78,0,0,18.89,2.2,0.495,B
0,0,0,0,0,0.5775,B
0,0,0,0,0,0,B
0,0,0,0,0,0,B
368,12.28,0,73.68,1.8,0,C
462,2.56,17.95,71.79,2.6,0,E
350,2.5,1.25,80,5,0,C
500,3.33,16.67,73.33,0,0,E
350,2.5,0,80,0,0,D
350,2.5,0,80,0,0,D
350,2.5,0,80,0,14.4125,D
350,2.5,1.25,80,2.5,0,D
350,2.5,1.25,80,2.5,0.8275,D
350,2.5,1.25,80,2.5,0.8275,D
462,2.56,17.95,71.79,2.6,0,E
300,5,0,70,0,0.77,C
300,5,0,70,0,0.25,C
548,14.29,11.9,42.86,4.8,0.6925,D
66,0,0,16.3,0,0.595,C
609,17.39,8.7,56.52,8.7,0.1825,D
425,7.5,12.5,50,2.5,0.8075,D
486,2.86,8.57,91.43,2.9,0.845,E
467,3.33,6.67,80,3.3,0.615,D
325,5,0,72.5,0,0.1725,D
325,5,0,72.5,0,0.1725,D
325,5,0,75,0,0.1725,D
529,11.76,10.29,55.88,2.9,0.1725,D
362,5,0,90,2.5,0.1725,C
475,5,17.5,55,0,0.595,E
294,0,20.59,82.35,0,0.14732,E
294,0,20.59,82.35,0,0.5425,E
357,0,0,92.86,0,0,D
325,5,0,75,0,0,D
475,10,2.5,60,5,0,C
325,5,0,75,0,0,D
640,24,9,21,8,0,D
571,7.14,28.57,50,7.1,0,D
571,7.14,28.57,50,7.1,0,D
571,7.14,28.57,50,0,0.86,E
571,7.14,28.57,50,0,0.78,E
571,7.14,28.57,50,0,0.86,E
500,6.67,26.67,56.67,6.7,0.78,D
350,0,0,85,2.5,0.8,D
500,3.333333333,16.66666667,66.66666667,0,0.8,E
31,0,0,6.25,6.2,0.01016,A
36,0,0,7.14,0,0.0325,B
36,0,0,7.14,0,0.045,B
87,0,0,4.35,4.3,0.01,A
133,0,0,6.67,6.7,0.01,A
100,0,0,6.67,0,0.01,B
225,5,0,25,10,0.01,A
33,0,0,3.33,0,0.01,B
200,0,0,6.67,0,0.01,C
83,3.33,0,3.33,6.7,0.015,A
351,12.28,0,71.93,3.5,0.01,C
351,12.28,0,71.93,3.5,0.015,C
351,12.28,0,71.93,3.5,0.0325,C
351,12.28,0,71.93,5.3,0.045,C
368,14.04,0,73.68,3.5,0.0325,C
351,12.28,0,71.93,3.5,0.0425,C
351,12.28,0,71.93,3.5,0,C
368,12.28,0,73.68,1.8,0,C
368,12.28,0,73.68,1.8,0,C
368,12.28,0,73.68,1.8,0.0175,C
368,12.28,0,73.68,1.8,0.545,C
368,12.28,0,73.68,1.8,0,C
368,12.28,0,73.68,1.8,0.75,C
368,12.28,0,73.68,1.8,0.2,C
351,12.28,0,71.93,3.5,0,C
351,12.28,0,71.93,3.5,0.2,C
351,12.28,0,71.93,3.5,0,C
351,12.28,0,71.93,3.5,0,C
351,12.28,0,73.68,1.8,0,C
368,12.28,0,71.93,3.5,0.545,C
368,12.28,0,71.93,3.5,0.155,C
351,12.28,0,71.93,3.5,0.155,C
143,28.57,0.89,0,0,0.09,A
143,28.57,0.89,0,0,0.10668,A
107,26.79,0,0,0,0.55118,A
334.8214286,16.96428571,11.60714286,0,0.892857143,0.125,C
261.9047619,7.142857143,0,54.76190476,0,0.61722,C
64,1.6,0.4,7.2,1.6,0.46482,A
140,12,10,0,0,0.125,C
40,12.5,0,47.5,7.5,0.125,B
170,5,1,28,2,0.155,C
294.1176471,11.76470588,1.960784314,49.01960784,1.960784314,0.3675,C
220,6,0,42,2,0.645,C
473.6842105,42.10526316,13.15789474,0,0,0.155,C
466.6666667,40,13.33333333,0,0,0,C
333,0,0,93.33,0,0,D
245,2.5,0,80,40,0,C
335,5,0,80,0,0.155,D
335,5,0,80,0,0.595,D
335,5,0,77.5,0,0.155,D
490,2.5,0,60,0,0.025,D
366,0,0,87.8,0,0.4475,D
457,2.86,11.43,77.14,5.7,0,E
474,5.26,13.16,68.42,5.3,0.1775,D
429,2.86,14.29,71.43,0,0.1775,E
357,0,0,90.48,0,0.1775,D
350,0,0,92.5,0,0.1825,D
333,0,0,80.95,2.4,0.34375,D
375,0,0,87.5,0,0.5,D
636,25,3.57,28.57,10.7,5.47,C
325,5,0,75,0,1.34,D
25,25,25,25,25,1.34,C
333.3333333,0,0,84.84848485,0,2.2825,D
392.8571429,25,21.42857143,0,0,2.3325,C
380.952381,23.80952381,19.04761905,4.761904762,0,2.3325,C
333.3333333,23.80952381,19.04761905,0,0,5.75,C
380.952381,28.57142857,19.04761905,0,0,3.25,C
134,7.07,2.12,13.07,1.1,3.8325,B
187,12.37,1.41,21.55,1.1,1.524,B
191,12.37,1.59,20.85,1.4,0.035,B
180,9.15,1.41,16.2,0.7,0.005,B
333,6.67,20,6.67,0,0.005,D
233,10,13.33,6.67,0,0.005,C
500,7.142857143,3.571428571,53.57142857,3.571428571,0.08382,C
567,10,15,50,6.67,0.035,D
434.7826087,4.347826087,13.04347826,56.52173913,0,0.035,E
584,2.9,7.6,57,0,0.0175,E
45.83333333,0,0,11.66666667,0,0.0175,B
122,7.3,1.2,13.8,0,0.0175,B
500,6.666666667,23.33333333,53.33333333,10,0.0175,D
149,2,8,15,3,0.0175,C
500,6.666666667,26.66666667,50,10,0.0175,D
533.3333333,3.333333333,26.66666667,56.66666667,3.333333333,0.0175,E
928.5714286,0,35.71428571,0,0,0.005,E
0,0,0,0,0,0.005,B
0,0,0,0,0,0.005,B
0,0,0,0,0,0.0125,B
282.0512821,10.25641026,0,69.23076923,17.94871795,0.0175,C
0,0,0,0,0,0.0825,B
282,7.69,0,56.41,10.3,0.005,C
256,7.69,0,51.28,10.3,0.005,C
0,0,0,0,0,0.9825,B
857,0,85.71,0,0,0.2225,E
282.0512821,10.25641026,0,69.23076923,17.94871795,0.8025,C
282.0512821,10.25641026,0,69.23076923,17.94871795,0.178571429,C
120,0,11,0,0,1.547619048,D
375,12.5,0,77.5,15,0.8,C
282.0512821,10.25641026,0,69.23076923,17.94871795,0.35,C
366.6666667,6.666666667,13.33333333,50,10,1.0625,D
533.3333333,6.666666667,26.66666667,50,10,0.65,D
151.7857143,10.71428571,0,71.42857143,21.42857143,1.12745098,B
143,27.2,0.5,1.9,0.1,0,A
229,7.4,1.9,26.5,1.8,4.736842105,B
175,4.099999905,1.100000024,26,1,4.833333333,C
679,22.29999924,9.890000343,13.19999981,9.779999733,0,C
95,20.79999924,0.5,0.100000001,0,0.025,A
338,71,0.300000012,4.599999905,8.300000191,0.125,A
566.6666667,10,5,46.66666667,2,0.125,D
372,84,1,5.2,0,0.125,B
132,0,0,32.35,0,0.1875,C
524,16,4,44,0,0.1525,D
71.42857143,14.28571429,0,0,0,0.1725,A
71.4286,14.2857,0,0,0,0.1325,A
71.42857143,12.5,0,0,0,0.1075,A
80,14.29,0,0,0,0.4175,A
79,3.96,1.1,11.45,0.9,0.0625,B
137,5.29,3.52,14.54,0.4,0.06,C
115,5.29,1.54,14.54,1.3,0,B
88,5.29,1.1,9.25,0.9,0,B
101,3.08,0.66,18.5,1.3,0.125,C
143,14.29,1.79,5.36,0,0,A
107,12.5,0,5.36,0,0.113636364,A
89,10.71,0,8.93,0,1.607142857,A
107,14.29,0,7.14,1.8,1.607142857,A
107,12.5,0,5.36,1.8,1.785714286,A
107,21.43,0,0,0,0.476190476,A
125,23.21,0,0,0,0.5575,A
91,12.8,0.91,4.27,0,0.53,A
70,7.75,0.35,5.63,0,0.425,A
107.1428571,16.07142857,0.892857143,1.785714286,0,1.1525,A
14.08450704,2.816901408,0,0,0,0.875,A
83,6.25,0.62,10,0.8,0.9175,A
75,5.42,0.42,10,0.8,1.339285714,A
88,14.04,0.88,0,0,0,A
88.2,14.1,0.882,0,0,0.815217391,A
71.42857143,14.28571429,0,0,0,0.54,A
125,23.21,0,0,0,0,A
125,23.21,0,0,0,0.53,A
92.10526316,13.15789474,0.986842105,4.605263158,0,2.583333333,A
107,23.21,0,1.79,0,1.05,A
80,12.5,0,5.36,0,3.5,A
71.42857143,16.07142857,0,1.785714286,0,0,A
71.42857143,14.28571429,0,0,0,0,A
125,12.5,0.89,8.93,0,25,A
107,21.43,0,0,0,25.4,A
71.42857143,14.28571429,0,0,0,25,A
71.42857143,14.28571429,0,0,0,0,A
71.42857143,14.28571429,0,0,0,9.375,A
71.42857143,14.28571429,0,0,0,0,A
125,21.43,0.89,1.79,0,0,A
125,21.43,0.89,1.79,0,18.75,A
125,21.43,0.89,1.79,0,0,A
107.1428571,23.21428571,0,1.785714286,0,0,A
143,14.29,1.79,5.36,0,0,A
80,12.5,0,5.36,0,0,A
46.42857143,14.28571429,1.785714286,5.357142857,0,0,A
107,14.29,0,8.93,1.8,0,A
107,8.93,3.57,0,0,0.875,A
89,14.29,0,3.57,0,3.5,A
71.42857143,12.5,0,0,0,0,A
48,2.64,0,8.81,0.9,1.33,A
196,12.5,4.46,3.57,0,1.03,B
196,12.5,4.46,3.57,0,0,B
107,23.21,0,1.79,0,0,A
214.2857143,17.85714286,6.25,0,0,2.849999905,C
70,11,0,0,0,0,A
125,23.21,0,0,0,3.75,A
71,16.07,0,1.79,0,0.71,A
106,22.9,0,1.76,0,1.545,A
214.2857143,17.85714286,5.357142857,0,0,0,B
60,12,0,0,0,0.9375,A
109.0909091,23.63636364,0,0,0,0.9375,A
125,23.21,0,0,0,1.071428571,A
107,21.43,0,0,0,2.0525,A
107.1428571,21.42857143,0,0,0,0.44,A
107.1428571,21.42857143,0,0,0,1.12014,A
107,12.5,0,5.36,0,0.605,A
107,23.21,0,0,0,0.78232,A
118,18.11,0.79,6.3,0.8,0.7925,A
79,4.17,0.62,11.25,0,1.4275,B
79,4.17,0.62,11.25,0,1.34,B
125,23.21428571,0,0,0,1.4725,A
405.1,16.9,13.7,0,0,1.0275,C
214.2857143,8.857142857,4.857142857,12.85714286,1.428571429,1.0275,B
211.7647059,10.58823529,1.176470588,20,0,1.0725,B
267.4418605,16.27906977,1.744186047,16.27906977,3.488372093,1.0275,A
262,10.4,0.58,51.3,6.4,1.7525,C
373,74,1.4,9.7,0,1.25,B
285.7142857,17.85714286,16.07142857,3.571428571,0,0.714285714,C
210,15,1,34,0,0.184859155,C
232.5581395,11.62790698,0,41.86046512,6.976744186,0.9575,B
228,17.8,7.3,0.7,0,1.23,C
110,17.89999962,1,4.300000191,0,0.395,A
111,19.7,0.7,3.1,0,0.397,A
456.1403509,14.03508772,2.631578947,56.14035088,8.771929825,0.9375,C
555,7.699999809,14,50,1,1.0275,E
346,5.3,0.05,80.6,0.2,0,D
131,12.6,2.5,0.1,0,1.217105263,A
416,13,2,68,0,1.115,D
125,0.69,0,25.8,0.5,1.4725,C
180.1801802,2.702702703,4.054054054,28.82882883,0,1.517857143,D
124.5791246,8.417508418,0.841750842,14.81481481,0,0.9375,A
460,13.5,0,42.20000076,0,0.8475,C
211.7647059,16.47058824,4.705882353,4.705882353,0,1.0725,B
279,6.98,0,48.84,2.3,0.9375,C
281,7.02,0.88,49.12,1.8,0.9375,C
298.245614,8.771929825,0,50.87719298,5.263157895,0.9375,C
250,7.142857143,0,53.57142857,3.571428571,0.9375,C
210.5263158,5.263157895,0,43.85964912,5.263157895,1.115,C
34.48275862,0,0,6.896551724,0,1.115,B
34.48275862,0,0,6.896551724,0,1.115,B
60,0,0.3,13,0,1.517857143,B
517,5.5,10.2,59.8,2.9,1.4275,E
332,0.300000012,0,82.30000305,0.899999976,1.4725,D
292,9.1,2.2,42.5,0,1.428571429,C
3.333333333,0,0,0,0,0.625,B
0,0,0,8,0,0.47,B
0,0,0,8.8,0,1.965,B
0,0,0,7.2,0,1.026785714,B
0,0,0,7.2,0,0.9025,B
0,0,0,8,0,1.83,B
33.8,0,0,8.33,0,1.83,B
13.8,0,0,7.5,0,1.115,B
28.8,0,0,7.08,0,0.669642857,B
30.4,0,0,7.5,0,0,B
29.2,0,0,7.3,0,1.0275,B
69,0,0,17,0,1.5175,C
50,0,0,12.08,0,0.882,B
34,0,0,8.5,0,0.669642857,B
32,0,0,8,0,0,B
